tarefa,n,k,threads,chunk,tempo
tarefa_a_guided,500000,24,16,4,0.476383
tarefa_a_guided,500000,24,16,4,0.450092
tarefa_a_guided,500000,24,16,4,0.430970
tarefa_a_dynamic,500000,24,16,16,0.423996
tarefa_a_dynamic,500000,24,16,16,0.429796
tarefa_a_dynamic,500000,24,16,16,0.440056
tarefa_a_dynamic,500000,24,16,16,0.426664
tarefa_a_dynamic,500000,24,16,16,0.427474
tarefa_a_guided,500000,24,16,16,0.450377
tarefa_a_guided,500000,24,16,16,0.428628
tarefa_a_guided,500000,24,16,16,0.444405
tarefa_a_guided,500000,24,16,16,0.437062
tarefa_a_guided,500000,24,16,16,0.457928
tarefa_a_dynamic,500000,24,16,64,0.425767
tarefa_a_dynamic,500000,24,16,64,0.437401
tarefa_a_dynamic,500000,24,16,64,0.448849
tarefa_a_dynamic,500000,24,16,64,0.427685
tarefa_a_dynamic,500000,24,16,64,0.426195
tarefa_a_guided,500000,24,16,64,0.458297
tarefa_a_guided,500000,24,16,64,0.449173
tarefa_a_guided,500000,24,16,64,0.450453
tarefa_a_guided,500000,24,16,64,0.457032
tarefa_a_guided,500000,24,16,64,0.449311
tarefa_a_seq,500000,28,1,NA,13.402833
tarefa_a_seq,500000,28,1,NA,13.407308
tarefa_a_seq,500000,28,1,NA,13.390902
tarefa_a_seq,500000,28,1,NA,13.411922
tarefa_a_seq,500000,28,1,NA,13.353975
tarefa_a_static,500000,28,1,NA,13.574294
tarefa_a_static,500000,28,1,NA,13.446135
tarefa_a_static,500000,28,1,NA,13.444808
tarefa_a_static,500000,28,1,NA,13.495318
tarefa_a_static,500000,28,1,NA,13.451378
tarefa_a_dynamic,500000,28,1,1,13.588471
tarefa_a_dynamic,500000,28,1,1,13.451571
tarefa_a_dynamic,500000,28,1,1,13.563002
tarefa_a_dynamic,500000,28,1,1,13.462592
tarefa_a_dynamic,500000,28,1,1,13.452485
tarefa_a_guided,500000,28,1,1,13.475809
tarefa_a_guided,500000,28,1,1,13.424590
tarefa_a_guided,500000,28,1,1,13.466497
tarefa_a_guided,500000,28,1,1,13.413679
tarefa_a_guided,500000,28,1,1,13.412860
tarefa_a_dynamic,500000,28,1,4,13.417873
tarefa_a_dynamic,500000,28,1,4,13.404082
tarefa_a_dynamic,500000,28,1,4,13.444768
tarefa_a_dynamic,500000,28,1,4,13.462500
tarefa_a_dynamic,500000,28,1,4,13.459096
tarefa_a_guided,500000,28,1,4,13.465004
tarefa_a_guided,500000,28,1,4,13.431742
tarefa_a_guided,500000,28,1,4,13.500332
tarefa_a_guided,500000,28,1,4,13.494988
tarefa_a_guided,500000,28,1,4,13.530114
tarefa_a_dynamic,500000,28,1,16,13.489069
tarefa_a_dynamic,500000,28,1,16,13.526824
tarefa_a_dynamic,500000,28,1,16,13.485037
tarefa_a_dynamic,500000,28,1,16,13.440925
tarefa_a_dynamic,500000,28,1,16,13.447805
tarefa_a_guided,500000,28,1,16,13.495719
tarefa_a_guided,500000,28,1,16,13.477806
tarefa_a_guided,500000,28,1,16,13.499388
tarefa_a_guided,500000,28,1,16,13.427706
tarefa_a_guided,500000,28,1,16,13.478398
tarefa_a_dynamic,500000,28,1,64,13.445721
tarefa_a_dynamic,500000,28,1,64,13.419340
tarefa_a_dynamic,500000,28,1,64,13.452546
tarefa_a_dynamic,500000,28,1,64,13.462789
tarefa_a_dynamic,500000,28,1,64,13.464986
tarefa_a_guided,500000,28,1,64,13.418750
tarefa_a_guided,500000,28,1,64,13.556579
tarefa_a_guided,500000,28,1,64,13.423045
tarefa_a_guided,500000,28,1,64,13.498479
tarefa_a_guided,500000,28,1,64,13.512878
tarefa_a_static,500000,28,2,NA,7.380126
tarefa_a_static,500000,28,2,NA,7.349518
tarefa_a_static,500000,28,2,NA,7.254829
tarefa_a_static,500000,28,2,NA,7.174585
tarefa_a_static,500000,28,2,NA,7.355721
tarefa_a_dynamic,500000,28,2,1,7.227006
tarefa_a_dynamic,500000,28,2,1,7.384071
tarefa_a_dynamic,500000,28,2,1,7.502430
tarefa_a_dynamic,500000,28,2,1,7.501148
tarefa_a_dynamic,500000,28,2,1,7.325344
tarefa_a_guided,500000,28,2,1,7.330929
tarefa_a_guided,500000,28,2,1,7.468364
tarefa_a_guided,500000,28,2,1,7.435663
tarefa_a_guided,500000,28,2,1,7.314165
tarefa_a_guided,500000,28,2,1,7.271566
tarefa_a_dynamic,500000,28,2,4,7.440809
tarefa_a_dynamic,500000,28,2,4,7.419290
tarefa_a_dynamic,500000,28,2,4,7.208624
tarefa_a_dynamic,500000,28,2,4,7.175346
tarefa_a_dynamic,500000,28,2,4,7.261205
tarefa_a_guided,500000,28,2,4,7.210522
tarefa_a_guided,500000,28,2,4,7.257537
tarefa_a_guided,500000,28,2,4,7.250490
tarefa_a_guided,500000,28,2,4,7.341192
tarefa_a_guided,500000,28,2,4,7.507316
tarefa_a_dynamic,500000,28,2,16,7.454563
tarefa_a_dynamic,500000,28,2,16,7.556485
tarefa_a_dynamic,500000,28,2,16,7.593485
tarefa_a_dynamic,500000,28,2,16,7.521763
tarefa_a_dynamic,500000,28,2,16,7.378221
tarefa_a_guided,500000,28,2,16,7.366915
tarefa_a_guided,500000,28,2,16,7.293554
tarefa_a_guided,500000,28,2,16,7.334305
tarefa_a_guided,500000,28,2,16,7.468134
tarefa_a_guided,500000,28,2,16,7.404297
tarefa_a_dynamic,500000,28,2,64,7.338129
tarefa_a_dynamic,500000,28,2,64,7.278825
tarefa_a_dynamic,500000,28,2,64,7.326727
tarefa_a_dynamic,500000,28,2,64,7.223640
tarefa_a_dynamic,500000,28,2,64,7.307375
tarefa_a_guided,500000,28,2,64,7.383537
tarefa_a_guided,500000,28,2,64,7.368011
tarefa_a_guided,500000,28,2,64,7.376878
tarefa_a_guided,500000,28,2,64,7.184999
tarefa_a_guided,500000,28,2,64,7.340345
tarefa_a_static,500000,28,4,NA,4.262585
tarefa_a_static,500000,28,4,NA,4.184520
tarefa_a_static,500000,28,4,NA,4.323524
tarefa_a_static,500000,28,4,NA,4.248526
tarefa_a_static,500000,28,4,NA,4.248133
tarefa_a_dynamic,500000,28,4,1,4.246765
tarefa_a_dynamic,500000,28,4,1,4.088222
tarefa_a_dynamic,500000,28,4,1,4.251036
tarefa_a_dynamic,500000,28,4,1,4.185974
tarefa_a_dynamic,500000,28,4,1,4.201267
tarefa_a_guided,500000,28,4,1,4.379913
tarefa_a_guided,500000,28,4,1,4.209830
tarefa_a_guided,500000,28,4,1,4.186802
tarefa_a_guided,500000,28,4,1,4.263560
tarefa_a_guided,500000,28,4,1,4.181602
tarefa_a_dynamic,500000,28,4,4,4.119546
tarefa_a_dynamic,500000,28,4,4,4.177607
tarefa_a_dynamic,500000,28,4,4,4.263123
tarefa_a_dynamic,500000,28,4,4,4.147725
tarefa_a_dynamic,500000,28,4,4,4.140791
tarefa_a_guided,500000,28,4,4,4.142057
tarefa_a_guided,500000,28,4,4,4.127377
tarefa_a_guided,500000,28,4,4,4.092079
tarefa_a_guided,500000,28,4,4,4.261380
tarefa_a_guided,500000,28,4,4,4.127213
tarefa_a_dynamic,500000,28,4,16,4.180622
tarefa_a_dynamic,500000,28,4,16,4.218785
tarefa_a_dynamic,500000,28,4,16,4.102093
tarefa_a_dynamic,500000,28,4,16,4.307256
tarefa_a_dynamic,500000,28,4,16,4.145135
tarefa_a_guided,500000,28,4,16,4.255799
tarefa_a_guided,500000,28,4,16,4.274913
tarefa_a_guided,500000,28,4,16,4.223026
tarefa_a_guided,500000,28,4,16,4.117748
tarefa_a_guided,500000,28,4,16,4.244159
tarefa_a_dynamic,500000,28,4,64,4.134979
tarefa_a_dynamic,500000,28,4,64,4.267775
tarefa_a_dynamic,500000,28,4,64,4.238263
tarefa_a_dynamic,500000,28,4,64,4.214726
tarefa_a_dynamic,500000,28,4,64,4.339497
tarefa_a_guided,500000,28,4,64,4.092196
tarefa_a_guided,500000,28,4,64,4.351250
tarefa_a_guided,500000,28,4,64,4.182507
tarefa_a_guided,500000,28,4,64,4.274865
tarefa_a_guided,500000,28,4,64,4.240621
tarefa_a_static,500000,28,8,NA,2.899659
tarefa_a_static,500000,28,8,NA,2.868831
tarefa_a_static,500000,28,8,NA,2.934502
tarefa_a_static,500000,28,8,NA,2.871776
tarefa_a_static,500000,28,8,NA,2.921063
tarefa_a_dynamic,500000,28,8,1,2.823619
tarefa_a_dynamic,500000,28,8,1,2.839520
tarefa_a_dynamic,500000,28,8,1,2.854775
tarefa_a_dynamic,500000,28,8,1,2.866685
tarefa_a_dynamic,500000,28,8,1,2.848563
tarefa_a_guided,500000,28,8,1,2.848794
tarefa_a_guided,500000,28,8,1,2.914186
tarefa_a_guided,500000,28,8,1,2.898339
tarefa_a_guided,500000,28,8,1,2.829353
tarefa_a_guided,500000,28,8,1,2.910108
tarefa_a_dynamic,500000,28,8,4,2.861373
tarefa_a_dynamic,500000,28,8,4,2.844615
tarefa_a_dynamic,500000,28,8,4,2.813660
tarefa_a_dynamic,500000,28,8,4,2.832939
tarefa_a_dynamic,500000,28,8,4,2.815770
tarefa_a_guided,500000,28,8,4,2.880246
tarefa_a_guided,500000,28,8,4,2.835523
tarefa_a_guided,500000,28,8,4,2.853245
tarefa_a_guided,500000,28,8,4,2.854268
tarefa_a_guided,500000,28,8,4,2.815948
tarefa_a_dynamic,500000,28,8,16,2.846075
tarefa_a_dynamic,500000,28,8,16,2.837946
tarefa_a_dynamic,500000,28,8,16,2.877121
tarefa_a_dynamic,500000,28,8,16,2.843871
tarefa_a_dynamic,500000,28,8,16,2.826968
tarefa_a_guided,500000,28,8,16,2.886392
tarefa_a_guided,500000,28,8,16,2.845993
tarefa_a_guided,500000,28,8,16,2.896213
tarefa_a_guided,500000,28,8,16,2.844540
tarefa_a_guided,500000,28,8,16,2.874470
tarefa_a_dynamic,500000,28,8,64,2.855945
tarefa_a_dynamic,500000,28,8,64,2.842119
tarefa_a_dynamic,500000,28,8,64,2.887202
tarefa_a_dynamic,500000,28,8,64,2.912397
tarefa_a_dynamic,500000,28,8,64,2.874494
tarefa_a_guided,500000,28,8,64,2.861189
tarefa_a_guided,500000,28,8,64,2.808479
tarefa_a_guided,500000,28,8,64,2.874497
tarefa_a_guided,500000,28,8,64,2.842099
tarefa_a_guided,500000,28,8,64,2.836776
tarefa_a_static,500000,28,16,NA,2.680210
tarefa_a_static,500000,28,16,NA,2.698868
tarefa_a_static,500000,28,16,NA,2.643145
tarefa_a_static,500000,28,16,NA,2.679147
tarefa_a_static,500000,28,16,NA,2.709689
tarefa_a_dynamic,500000,28,16,1,2.608490
tarefa_a_dynamic,500000,28,16,1,2.596146
tarefa_a_dynamic,500000,28,16,1,2.606459
tarefa_a_dynamic,500000,28,16,1,2.595773
tarefa_a_dynamic,500000,28,16,1,2.633073
tarefa_a_guided,500000,28,16,1,2.595665
tarefa_a_guided,500000,28,16,1,2.609469
tarefa_a_guided,500000,28,16,1,2.631203
tarefa_a_guided,500000,28,16,1,2.728619
tarefa_a_guided,500000,28,16,1,2.586881
tarefa_a_dynamic,500000,28,16,4,2.611038
tarefa_a_dynamic,500000,28,16,4,2.623641
tarefa_a_dynamic,500000,28,16,4,2.609530
tarefa_a_dynamic,500000,28,16,4,2.646667
tarefa_a_dynamic,500000,28,16,4,2.614597
tarefa_a_guided,500000,28,16,4,2.673133
tarefa_a_guided,500000,28,16,4,2.685164
tarefa_a_guided,500000,28,16,4,2.647518
tarefa_a_guided,500000,28,16,4,2.669945
tarefa_a_guided,500000,28,16,4,2.652943
tarefa_a_dynamic,500000,28,16,16,2.598754
tarefa_a_dynamic,500000,28,16,16,2.603361
tarefa_a_dynamic,500000,28,16,16,2.598376
tarefa_a_dynamic,500000,28,16,16,2.610350
tarefa_a_dynamic,500000,28,16,16,2.602759
tarefa_a_guided,500000,28,16,16,2.702688
tarefa_a_guided,500000,28,16,16,2.638871
tarefa_a_guided,500000,28,16,16,2.673810
tarefa_a_guided,500000,28,16,16,2.687844
tarefa_a_guided,500000,28,16,16,2.646780
tarefa_a_dynamic,500000,28,16,64,2.598512
tarefa_a_dynamic,500000,28,16,64,2.607443
tarefa_a_dynamic,500000,28,16,64,2.611145
tarefa_a_dynamic,500000,28,16,64,2.609325
tarefa_a_dynamic,500000,28,16,64,2.596391
tarefa_a_guided,500000,28,16,64,2.636561
tarefa_a_guided,500000,28,16,64,2.678633
tarefa_a_guided,500000,28,16,64,2.764468
tarefa_a_guided,500000,28,16,64,2.758051
tarefa_a_guided,500000,28,16,64,2.739423
tarefa_a_seq,1000000,20,1,NA,0.768187
tarefa_a_seq,1000000,20,1,NA,0.757568
tarefa_a_seq,1000000,20,1,NA,0.756874
tarefa_a_seq,1000000,20,1,NA,0.757352
tarefa_a_seq,1000000,20,1,NA,0.768722
tarefa_a_static,1000000,20,1,NA,0.744322
tarefa_a_static,1000000,20,1,NA,0.735309
tarefa_a_static,1000000,20,1,NA,0.729212
tarefa_a_static,1000000,20,1,NA,0.734262
tarefa_a_static,1000000,20,1,NA,0.735243
tarefa_a_dynamic,1000000,20,1,1,0.742747
tarefa_a_dynamic,1000000,20,1,1,0.753226
tarefa_a_dynamic,1000000,20,1,1,0.749226
tarefa_a_dynamic,1000000,20,1,1,0.747681
tarefa_a_dynamic,1000000,20,1,1,0.757772
tarefa_a_guided,1000000,20,1,1,0.744973
tarefa_a_guided,1000000,20,1,1,0.741599
tarefa_a_guided,1000000,20,1,1,0.751250
tarefa_a_guided,1000000,20,1,1,0.747208
tarefa_a_guided,1000000,20,1,1,0.759357
tarefa_a_dynamic,1000000,20,1,4,0.767957
tarefa_a_dynamic,1000000,20,1,4,0.764854
tarefa_a_dynamic,1000000,20,1,4,0.772153
tarefa_a_dynamic,1000000,20,1,4,0.765821
tarefa_a_dynamic,1000000,20,1,4,0.766755
tarefa_a_guided,1000000,20,1,4,0.748762
tarefa_a_guided,1000000,20,1,4,0.752609
tarefa_a_guided,1000000,20,1,4,0.749074
tarefa_a_guided,1000000,20,1,4,0.750780
tarefa_a_guided,1000000,20,1,4,0.753903
tarefa_a_dynamic,1000000,20,1,16,0.752881
tarefa_a_dynamic,1000000,20,1,16,0.753124
tarefa_a_dynamic,1000000,20,1,16,0.754863
tarefa_a_dynamic,1000000,20,1,16,0.754382
tarefa_a_dynamic,1000000,20,1,16,0.749854
tarefa_a_guided,1000000,20,1,16,0.748033
tarefa_a_guided,1000000,20,1,16,0.743831
tarefa_a_guided,1000000,20,1,16,0.745905
tarefa_a_guided,1000000,20,1,16,0.749594
tarefa_a_guided,1000000,20,1,16,0.748533
tarefa_a_dynamic,1000000,20,1,64,0.746353
tarefa_a_dynamic,1000000,20,1,64,0.746635
tarefa_a_dynamic,1000000,20,1,64,0.743709
tarefa_a_dynamic,1000000,20,1,64,0.743763
tarefa_a_dynamic,1000000,20,1,64,0.746547
tarefa_a_guided,1000000,20,1,64,0.747522
tarefa_a_guided,1000000,20,1,64,0.740912
tarefa_a_guided,1000000,20,1,64,0.745516
tarefa_a_guided,1000000,20,1,64,0.740581
tarefa_a_guided,1000000,20,1,64,0.740104
tarefa_a_static,1000000,20,2,NA,0.395163
tarefa_a_static,1000000,20,2,NA,0.427117
tarefa_a_static,1000000,20,2,NA,0.385737
tarefa_a_static,1000000,20,2,NA,0.395483
tarefa_a_static,1000000,20,2,NA,0.398895
tarefa_a_dynamic,1000000,20,2,1,0.392895
tarefa_a_dynamic,1000000,20,2,1,0.402046
tarefa_a_dynamic,1000000,20,2,1,0.423401
tarefa_a_dynamic,1000000,20,2,1,0.363645
tarefa_a_dynamic,1000000,20,2,1,0.403428
tarefa_a_guided,1000000,20,2,1,0.409444
tarefa_a_guided,1000000,20,2,1,0.451826
tarefa_a_guided,1000000,20,2,1,0.389367
tarefa_a_guided,1000000,20,2,1,0.407875
tarefa_a_guided,1000000,20,2,1,0.390349
tarefa_a_dynamic,1000000,20,2,4,0.396946
tarefa_a_dynamic,1000000,20,2,4,0.388103
tarefa_a_dynamic,1000000,20,2,4,0.432033
tarefa_a_dynamic,1000000,20,2,4,0.388006
tarefa_a_dynamic,1000000,20,2,4,0.399086
tarefa_a_guided,1000000,20,2,4,0.404618
tarefa_a_guided,1000000,20,2,4,0.414610
tarefa_a_guided,1000000,20,2,4,0.384914
tarefa_a_guided,1000000,20,2,4,0.412576
tarefa_a_guided,1000000,20,2,4,0.381598
tarefa_a_dynamic,1000000,20,2,16,0.379112
tarefa_a_dynamic,1000000,20,2,16,0.396993
tarefa_a_dynamic,1000000,20,2,16,0.394627
tarefa_a_dynamic,1000000,20,2,16,0.397543
tarefa_a_dynamic,1000000,20,2,16,0.384434
tarefa_a_guided,1000000,20,2,16,0.416806
tarefa_a_guided,1000000,20,2,16,0.413943
tarefa_a_guided,1000000,20,2,16,0.406053
tarefa_a_guided,1000000,20,2,16,0.387037
tarefa_a_guided,1000000,20,2,16,0.387684
tarefa_a_dynamic,1000000,20,2,64,0.376805
tarefa_a_dynamic,1000000,20,2,64,0.449074
tarefa_a_dynamic,1000000,20,2,64,0.383767
tarefa_a_dynamic,1000000,20,2,64,0.375980
tarefa_a_dynamic,1000000,20,2,64,0.404307
tarefa_a_guided,1000000,20,2,64,0.393938
tarefa_a_guided,1000000,20,2,64,0.379561
tarefa_a_guided,1000000,20,2,64,0.404564
tarefa_a_guided,1000000,20,2,64,0.420102
tarefa_a_guided,1000000,20,2,64,0.404057
tarefa_a_static,1000000,20,4,NA,0.227116
tarefa_a_static,1000000,20,4,NA,0.210492
tarefa_a_static,1000000,20,4,NA,0.220412
tarefa_a_static,1000000,20,4,NA,0.252017
tarefa_a_static,1000000,20,4,NA,0.235840
tarefa_a_dynamic,1000000,20,4,1,0.239643
tarefa_a_dynamic,1000000,20,4,1,0.216416
tarefa_a_dynamic,1000000,20,4,1,0.210819
tarefa_a_dynamic,1000000,20,4,1,0.221872
tarefa_a_dynamic,1000000,20,4,1,0.240401
tarefa_a_guided,1000000,20,4,1,0.223556
tarefa_a_guided,1000000,20,4,1,0.216776
tarefa_a_guided,1000000,20,4,1,0.225675
tarefa_a_guided,1000000,20,4,1,0.227983
tarefa_a_guided,1000000,20,4,1,0.217278
tarefa_a_dynamic,1000000,20,4,4,0.233340
tarefa_a_dynamic,1000000,20,4,4,0.219663
tarefa_a_dynamic,1000000,20,4,4,0.231953
tarefa_a_dynamic,1000000,20,4,4,0.215449
tarefa_a_dynamic,1000000,20,4,4,0.239777
tarefa_a_guided,1000000,20,4,4,0.223784
tarefa_a_guided,1000000,20,4,4,0.215380
tarefa_a_guided,1000000,20,4,4,0.233984
tarefa_a_guided,1000000,20,4,4,0.244282
tarefa_a_guided,1000000,20,4,4,0.208707
tarefa_a_dynamic,1000000,20,4,16,0.227397
tarefa_a_dynamic,1000000,20,4,16,0.219553
tarefa_a_dynamic,1000000,20,4,16,0.223514
tarefa_a_dynamic,1000000,20,4,16,0.214035
tarefa_a_dynamic,1000000,20,4,16,0.255551
tarefa_a_guided,1000000,20,4,16,0.220322
tarefa_a_guided,1000000,20,4,16,0.241210
tarefa_a_guided,1000000,20,4,16,0.227256
tarefa_a_guided,1000000,20,4,16,0.224103
tarefa_a_guided,1000000,20,4,16,0.217757
tarefa_a_dynamic,1000000,20,4,64,0.228898
tarefa_a_dynamic,1000000,20,4,64,0.219941
tarefa_a_dynamic,1000000,20,4,64,0.206465
tarefa_a_dynamic,1000000,20,4,64,0.220425
tarefa_a_dynamic,1000000,20,4,64,0.231698
tarefa_a_guided,1000000,20,4,64,0.257719
tarefa_a_guided,1000000,20,4,64,0.246417
tarefa_a_guided,1000000,20,4,64,0.222068
tarefa_a_guided,1000000,20,4,64,0.206994
tarefa_a_guided,1000000,20,4,64,0.228588
tarefa_a_static,1000000,20,8,NA,0.171953
tarefa_a_static,1000000,20,8,NA,0.159296
tarefa_a_static,1000000,20,8,NA,0.159851
tarefa_a_static,1000000,20,8,NA,0.155745
tarefa_a_static,1000000,20,8,NA,0.161120
tarefa_a_dynamic,1000000,20,8,1,0.161782
tarefa_a_dynamic,1000000,20,8,1,0.159326
tarefa_a_dynamic,1000000,20,8,1,0.157321
tarefa_a_dynamic,1000000,20,8,1,0.155201
tarefa_a_dynamic,1000000,20,8,1,0.149815
tarefa_a_guided,1000000,20,8,1,0.157136
tarefa_a_guided,1000000,20,8,1,0.157462
tarefa_a_guided,1000000,20,8,1,0.152382
tarefa_a_guided,1000000,20,8,1,0.150887
tarefa_a_guided,1000000,20,8,1,0.153348
tarefa_a_dynamic,1000000,20,8,4,0.148636
tarefa_a_dynamic,1000000,20,8,4,0.154365
tarefa_a_dynamic,1000000,20,8,4,0.152426
tarefa_a_dynamic,1000000,20,8,4,0.153638
tarefa_a_dynamic,1000000,20,8,4,0.152637
tarefa_a_guided,1000000,20,8,4,0.166273
tarefa_a_guided,1000000,20,8,4,0.164596
tarefa_a_guided,1000000,20,8,4,0.160454
tarefa_a_guided,1000000,20,8,4,0.149884
tarefa_a_guided,1000000,20,8,4,0.150038
tarefa_a_dynamic,1000000,20,8,16,0.156664
tarefa_a_dynamic,1000000,20,8,16,0.156909
tarefa_a_dynamic,1000000,20,8,16,0.145087
tarefa_a_dynamic,1000000,20,8,16,0.153292
tarefa_a_dynamic,1000000,20,8,16,0.153241
tarefa_a_guided,1000000,20,8,16,0.158979
tarefa_a_guided,1000000,20,8,16,0.168222
tarefa_a_guided,1000000,20,8,16,0.164104
tarefa_a_guided,1000000,20,8,16,0.153184
tarefa_a_guided,1000000,20,8,16,0.160695
tarefa_a_dynamic,1000000,20,8,64,0.152198
tarefa_a_dynamic,1000000,20,8,64,0.151704
tarefa_a_dynamic,1000000,20,8,64,0.147795
tarefa_a_dynamic,1000000,20,8,64,0.158968
tarefa_a_dynamic,1000000,20,8,64,0.146978
tarefa_a_guided,1000000,20,8,64,0.158204
tarefa_a_guided,1000000,20,8,64,0.151231
tarefa_a_guided,1000000,20,8,64,0.148479
tarefa_a_guided,1000000,20,8,64,0.157451
tarefa_a_guided,1000000,20,8,64,0.154151
tarefa_a_static,1000000,20,16,NA,0.147080
tarefa_a_static,1000000,20,16,NA,0.145843
tarefa_a_static,1000000,20,16,NA,0.148725
tarefa_a_static,1000000,20,16,NA,0.155306
tarefa_a_static,1000000,20,16,NA,0.161869
tarefa_a_dynamic,1000000,20,16,1,0.138093
tarefa_a_dynamic,1000000,20,16,1,0.140532
tarefa_a_dynamic,1000000,20,16,1,0.139942
tarefa_a_dynamic,1000000,20,16,1,0.137850
tarefa_a_dynamic,1000000,20,16,1,0.139112
tarefa_a_guided,1000000,20,16,1,0.147023
tarefa_a_guided,1000000,20,16,1,0.140919
tarefa_a_guided,1000000,20,16,1,0.145881
tarefa_a_guided,1000000,20,16,1,0.143121
tarefa_a_guided,1000000,20,16,1,0.140183
tarefa_a_dynamic,1000000,20,16,4,0.137116
tarefa_a_dynamic,1000000,20,16,4,0.136176
tarefa_a_dynamic,1000000,20,16,4,0.136560
tarefa_a_dynamic,1000000,20,16,4,0.135849
tarefa_a_dynamic,1000000,20,16,4,0.135326
tarefa_a_guided,1000000,20,16,4,0.164623
tarefa_a_guided,1000000,20,16,4,0.153619
tarefa_a_guided,1000000,20,16,4,0.141407
tarefa_a_guided,1000000,20,16,4,0.141788
tarefa_a_guided,1000000,20,16,4,0.144387
tarefa_a_dynamic,1000000,20,16,16,0.135316
tarefa_a_dynamic,1000000,20,16,16,0.134873
tarefa_a_dynamic,1000000,20,16,16,0.135031
tarefa_a_dynamic,1000000,20,16,16,0.134205
tarefa_a_dynamic,1000000,20,16,16,0.137079
tarefa_a_guided,1000000,20,16,16,0.146273
tarefa_a_guided,1000000,20,16,16,0.139967
tarefa_a_guided,1000000,20,16,16,0.137364
tarefa_a_guided,1000000,20,16,16,0.141179
tarefa_a_guided,1000000,20,16,16,0.142999
tarefa_a_dynamic,1000000,20,16,64,0.133830
tarefa_a_dynamic,1000000,20,16,64,0.156051
tarefa_a_dynamic,1000000,20,16,64,0.140502
tarefa_a_dynamic,1000000,20,16,64,0.135338
tarefa_a_dynamic,1000000,20,16,64,0.135111
tarefa_a_guided,1000000,20,16,64,0.144661
tarefa_a_guided,1000000,20,16,64,0.144484
tarefa_a_guided,1000000,20,16,64,0.135506
tarefa_a_guided,1000000,20,16,64,0.144519
tarefa_a_guided,1000000,20,16,64,0.144233
tarefa_a_seq,1000000,24,1,NA,4.627927
tarefa_a_seq,1000000,24,1,NA,4.580930
tarefa_a_seq,1000000,24,1,NA,4.568889
tarefa_a_seq,1000000,24,1,NA,4.564909
tarefa_a_seq,1000000,24,1,NA,4.577796
tarefa_a_static,1000000,24,1,NA,4.612287
tarefa_a_static,1000000,24,1,NA,4.607577
tarefa_a_static,1000000,24,1,NA,4.605412
tarefa_a_static,1000000,24,1,NA,4.601673
tarefa_a_static,1000000,24,1,NA,4.612212
tarefa_a_dynamic,1000000,24,1,1,4.649313
tarefa_a_dynamic,1000000,24,1,1,4.608350
tarefa_a_dynamic,1000000,24,1,1,4.640675
tarefa_a_dynamic,1000000,24,1,1,4.641378
tarefa_a_dynamic,1000000,24,1,1,4.618843
tarefa_a_guided,1000000,24,1,1,4.618370
tarefa_a_guided,1000000,24,1,1,4.615584
tarefa_a_guided,1000000,24,1,1,4.602383
tarefa_a_guided,1000000,24,1,1,4.596419
tarefa_a_guided,1000000,24,1,1,4.608587
tarefa_a_dynamic,1000000,24,1,4,4.599783
tarefa_a_dynamic,1000000,24,1,4,4.617301
tarefa_a_dynamic,1000000,24,1,4,4.622645
tarefa_a_dynamic,1000000,24,1,4,4.595270
tarefa_a_dynamic,1000000,24,1,4,4.604629
tarefa_a_guided,1000000,24,1,4,4.608342
tarefa_a_guided,1000000,24,1,4,4.612643
tarefa_a_guided,1000000,24,1,4,4.628102
tarefa_a_guided,1000000,24,1,4,4.601459
tarefa_a_guided,1000000,24,1,4,4.592320
tarefa_a_dynamic,1000000,24,1,16,4.601641
tarefa_a_dynamic,1000000,24,1,16,4.603691
tarefa_a_dynamic,1000000,24,1,16,4.592505
tarefa_a_dynamic,1000000,24,1,16,4.597474
tarefa_a_dynamic,1000000,24,1,16,4.609256
tarefa_a_guided,1000000,24,1,16,4.640690
tarefa_a_guided,1000000,24,1,16,4.622679
tarefa_a_guided,1000000,24,1,16,4.614119
tarefa_a_guided,1000000,24,1,16,4.578065
tarefa_a_guided,1000000,24,1,16,4.593706
tarefa_a_dynamic,1000000,24,1,64,4.587752
tarefa_a_dynamic,1000000,24,1,64,4.560954
tarefa_a_dynamic,1000000,24,1,64,4.624303
tarefa_a_dynamic,1000000,24,1,64,4.641661
tarefa_a_dynamic,1000000,24,1,64,4.602483
tarefa_a_guided,1000000,24,1,64,4.631714
tarefa_a_guided,1000000,24,1,64,4.575309
tarefa_a_guided,1000000,24,1,64,4.588240
tarefa_a_guided,1000000,24,1,64,4.591957
tarefa_a_guided,1000000,24,1,64,4.589443
tarefa_a_static,1000000,24,2,NA,2.492419
tarefa_a_static,1000000,24,2,NA,2.458808
tarefa_a_static,1000000,24,2,NA,2.469944
tarefa_a_static,1000000,24,2,NA,2.491055
tarefa_a_static,1000000,24,2,NA,2.428832
tarefa_a_dynamic,1000000,24,2,1,2.444678
tarefa_a_dynamic,1000000,24,2,1,2.540602
tarefa_a_dynamic,1000000,24,2,1,2.490231
tarefa_a_dynamic,1000000,24,2,1,2.412068
tarefa_a_dynamic,1000000,24,2,1,2.502334
tarefa_a_guided,1000000,24,2,1,2.603874
tarefa_a_guided,1000000,24,2,1,2.434768
tarefa_a_guided,1000000,24,2,1,2.482770
tarefa_a_guided,1000000,24,2,1,2.567307
tarefa_a_guided,1000000,24,2,1,2.464781
tarefa_a_dynamic,1000000,24,2,4,2.627196
