tarefa,n,k,threads,chunk,tempo
tarefa_a_dynamic,1000000,24,2,4,2.435036
tarefa_a_dynamic,1000000,24,2,4,2.415732
tarefa_a_dynamic,1000000,24,2,4,2.463729
tarefa_a_dynamic,1000000,24,2,4,2.539345
tarefa_a_guided,1000000,24,2,4,2.516863
tarefa_a_guided,1000000,24,2,4,2.589954
tarefa_a_guided,1000000,24,2,4,2.515511
tarefa_a_guided,1000000,24,2,4,2.507382
tarefa_a_guided,1000000,24,2,4,2.426663
tarefa_a_dynamic,1000000,24,2,16,2.470116
tarefa_a_dynamic,1000000,24,2,16,2.436446
tarefa_a_dynamic,1000000,24,2,16,2.424872
tarefa_a_dynamic,1000000,24,2,16,2.529932
tarefa_a_dynamic,1000000,24,2,16,2.461498
tarefa_a_guided,1000000,24,2,16,2.621182
tarefa_a_guided,1000000,24,2,16,2.572765
tarefa_a_guided,1000000,24,2,16,2.587012
tarefa_a_guided,1000000,24,2,16,2.422069
tarefa_a_guided,1000000,24,2,16,2.449239
tarefa_a_dynamic,1000000,24,2,64,2.507309
tarefa_a_dynamic,1000000,24,2,64,2.524533
tarefa_a_dynamic,1000000,24,2,64,2.466796
tarefa_a_dynamic,1000000,24,2,64,2.466186
tarefa_a_dynamic,1000000,24,2,64,2.497331
tarefa_a_guided,1000000,24,2,64,2.570201
tarefa_a_guided,1000000,24,2,64,2.509272
tarefa_a_guided,1000000,24,2,64,2.440694
tarefa_a_guided,1000000,24,2,64,2.539435
tarefa_a_guided,1000000,24,2,64,2.666183
tarefa_a_static,1000000,24,4,NA,1.457065
tarefa_a_static,1000000,24,4,NA,1.434462
tarefa_a_static,1000000,24,4,NA,1.461020
tarefa_a_static,1000000,24,4,NA,1.400268
tarefa_a_static,1000000,24,4,NA,1.406683
tarefa_a_dynamic,1000000,24,4,1,1.400961
tarefa_a_dynamic,1000000,24,4,1,1.366742
tarefa_a_dynamic,1000000,24,4,1,1.414051
tarefa_a_dynamic,1000000,24,4,1,1.403439
tarefa_a_dynamic,1000000,24,4,1,1.367280
tarefa_a_guided,1000000,24,4,1,1.389028
tarefa_a_guided,1000000,24,4,1,1.448255
tarefa_a_guided,1000000,24,4,1,1.375448
tarefa_a_guided,1000000,24,4,1,1.390923
tarefa_a_guided,1000000,24,4,1,1.431093
tarefa_a_dynamic,1000000,24,4,4,1.388073
tarefa_a_dynamic,1000000,24,4,4,1.441781
tarefa_a_dynamic,1000000,24,4,4,1.425959
tarefa_a_dynamic,1000000,24,4,4,1.424646
tarefa_a_dynamic,1000000,24,4,4,1.396766
tarefa_a_guided,1000000,24,4,4,1.453094
tarefa_a_guided,1000000,24,4,4,1.428358
tarefa_a_guided,1000000,24,4,4,1.466214
tarefa_a_guided,1000000,24,4,4,1.401939
tarefa_a_guided,1000000,24,4,4,1.404338
tarefa_a_dynamic,1000000,24,4,16,1.421521
tarefa_a_dynamic,1000000,24,4,16,1.376495
tarefa_a_dynamic,1000000,24,4,16,1.415278
tarefa_a_dynamic,1000000,24,4,16,1.422993
tarefa_a_dynamic,1000000,24,4,16,1.422988
tarefa_a_guided,1000000,24,4,16,1.406318
tarefa_a_guided,1000000,24,4,16,1.427659
tarefa_a_guided,1000000,24,4,16,1.395889
tarefa_a_guided,1000000,24,4,16,1.457507
tarefa_a_guided,1000000,24,4,16,1.410478
tarefa_a_dynamic,1000000,24,4,64,1.371802
tarefa_a_dynamic,1000000,24,4,64,1.484217
tarefa_a_dynamic,1000000,24,4,64,1.458245
tarefa_a_dynamic,1000000,24,4,64,1.390682
tarefa_a_dynamic,1000000,24,4,64,1.378257
tarefa_a_guided,1000000,24,4,64,1.403802
tarefa_a_guided,1000000,24,4,64,1.465882
tarefa_a_guided,1000000,24,4,64,1.390177
tarefa_a_guided,1000000,24,4,64,1.398060
tarefa_a_guided,1000000,24,4,64,1.407005
tarefa_a_static,1000000,24,8,NA,0.946928
tarefa_a_static,1000000,24,8,NA,1.008563
tarefa_a_static,1000000,24,8,NA,0.971995
tarefa_a_static,1000000,24,8,NA,0.987431
tarefa_a_static,1000000,24,8,NA,0.962602
tarefa_a_dynamic,1000000,24,8,1,0.961477
tarefa_a_dynamic,1000000,24,8,1,0.941888
tarefa_a_dynamic,1000000,24,8,1,0.949122
tarefa_a_dynamic,1000000,24,8,1,0.968396
tarefa_a_dynamic,1000000,24,8,1,0.992648
tarefa_a_guided,1000000,24,8,1,0.966200
tarefa_a_guided,1000000,24,8,1,0.960270
tarefa_a_guided,1000000,24,8,1,0.980373
tarefa_a_guided,1000000,24,8,1,0.994011
tarefa_a_guided,1000000,24,8,1,0.969135
tarefa_a_dynamic,1000000,24,8,4,0.949027
tarefa_a_dynamic,1000000,24,8,4,0.977041
tarefa_a_dynamic,1000000,24,8,4,0.957299
tarefa_a_dynamic,1000000,24,8,4,0.947553
tarefa_a_dynamic,1000000,24,8,4,0.947447
tarefa_a_guided,1000000,24,8,4,0.945206
tarefa_a_guided,1000000,24,8,4,0.933504
tarefa_a_guided,1000000,24,8,4,0.973702
tarefa_a_guided,1000000,24,8,4,0.945524
tarefa_a_guided,1000000,24,8,4,0.970345
tarefa_a_dynamic,1000000,24,8,16,0.940738
tarefa_a_dynamic,1000000,24,8,16,0.945352
tarefa_a_dynamic,1000000,24,8,16,0.945339
tarefa_a_dynamic,1000000,24,8,16,0.946175
tarefa_a_dynamic,1000000,24,8,16,0.953408
tarefa_a_guided,1000000,24,8,16,0.981973
tarefa_a_guided,1000000,24,8,16,0.951515
tarefa_a_guided,1000000,24,8,16,0.949764
tarefa_a_guided,1000000,24,8,16,0.939446
tarefa_a_guided,1000000,24,8,16,0.939786
tarefa_a_dynamic,1000000,24,8,64,0.926997
tarefa_a_dynamic,1000000,24,8,64,0.945550
tarefa_a_dynamic,1000000,24,8,64,0.950130
tarefa_a_dynamic,1000000,24,8,64,0.932566
tarefa_a_dynamic,1000000,24,8,64,0.969645
tarefa_a_guided,1000000,24,8,64,0.941480
tarefa_a_guided,1000000,24,8,64,0.984877
tarefa_a_guided,1000000,24,8,64,0.972486
tarefa_a_guided,1000000,24,8,64,0.955278
tarefa_a_guided,1000000,24,8,64,0.959374
tarefa_a_static,1000000,24,16,NA,0.885334
tarefa_a_static,1000000,24,16,NA,0.905817
tarefa_a_static,1000000,24,16,NA,0.901283
tarefa_a_static,1000000,24,16,NA,0.910693
tarefa_a_static,1000000,24,16,NA,0.891468
tarefa_a_dynamic,1000000,24,16,1,0.859534
tarefa_a_dynamic,1000000,24,16,1,0.877691
tarefa_a_dynamic,1000000,24,16,1,0.855726
tarefa_a_dynamic,1000000,24,16,1,0.858671
tarefa_a_dynamic,1000000,24,16,1,0.874758
tarefa_a_guided,1000000,24,16,1,0.883647
tarefa_a_guided,1000000,24,16,1,0.909277
tarefa_a_guided,1000000,24,16,1,0.885298
tarefa_a_guided,1000000,24,16,1,0.927130
tarefa_a_guided,1000000,24,16,1,0.882342
tarefa_a_dynamic,1000000,24,16,4,0.940537
tarefa_a_dynamic,1000000,24,16,4,0.938006
tarefa_a_dynamic,1000000,24,16,4,0.861993
tarefa_a_dynamic,1000000,24,16,4,0.863538
tarefa_a_dynamic,1000000,24,16,4,0.875456
tarefa_a_guided,1000000,24,16,4,0.914329
tarefa_a_guided,1000000,24,16,4,0.861809
tarefa_a_guided,1000000,24,16,4,0.877404
tarefa_a_guided,1000000,24,16,4,0.892533
tarefa_a_guided,1000000,24,16,4,0.901102
tarefa_a_dynamic,1000000,24,16,16,0.849501
tarefa_a_dynamic,1000000,24,16,16,0.848003
tarefa_a_dynamic,1000000,24,16,16,0.873804
tarefa_a_dynamic,1000000,24,16,16,0.851503
tarefa_a_dynamic,1000000,24,16,16,0.872311
tarefa_a_guided,1000000,24,16,16,0.877321
tarefa_a_guided,1000000,24,16,16,0.892984
tarefa_a_guided,1000000,24,16,16,0.886474
tarefa_a_guided,1000000,24,16,16,0.858095
tarefa_a_guided,1000000,24,16,16,0.863850
tarefa_a_dynamic,1000000,24,16,64,0.864680
tarefa_a_dynamic,1000000,24,16,64,0.854933
tarefa_a_dynamic,1000000,24,16,64,0.868349
tarefa_a_dynamic,1000000,24,16,64,0.856073
tarefa_a_dynamic,1000000,24,16,64,0.854350
tarefa_a_guided,1000000,24,16,64,0.919961
tarefa_a_guided,1000000,24,16,64,0.862348
tarefa_a_guided,1000000,24,16,64,0.925799
tarefa_a_guided,1000000,24,16,64,0.874480
tarefa_a_guided,1000000,24,16,64,0.865577
tarefa_a_seq,1000000,28,1,NA,27.285175
tarefa_a_seq,1000000,28,1,NA,26.831971
tarefa_a_seq,1000000,28,1,NA,26.925254
tarefa_a_seq,1000000,28,1,NA,26.792075
tarefa_a_seq,1000000,28,1,NA,26.804297
tarefa_a_static,1000000,28,1,NA,27.005865
tarefa_a_static,1000000,28,1,NA,27.051063
tarefa_a_static,1000000,28,1,NA,27.018102
tarefa_a_static,1000000,28,1,NA,27.011704
tarefa_a_static,1000000,28,1,NA,27.090925
tarefa_a_dynamic,1000000,28,1,1,27.243673
tarefa_a_dynamic,1000000,28,1,1,26.990200
tarefa_a_dynamic,1000000,28,1,1,27.136828
tarefa_a_dynamic,1000000,28,1,1,27.120358
tarefa_a_dynamic,1000000,28,1,1,27.062174
tarefa_a_guided,1000000,28,1,1,27.031872
tarefa_a_guided,1000000,28,1,1,26.975806
tarefa_a_guided,1000000,28,1,1,26.995259
tarefa_a_guided,1000000,28,1,1,27.070524
tarefa_a_guided,1000000,28,1,1,27.001560
tarefa_a_dynamic,1000000,28,1,4,26.921590
tarefa_a_dynamic,1000000,28,1,4,26.958040
tarefa_a_dynamic,1000000,28,1,4,26.993761
tarefa_a_dynamic,1000000,28,1,4,26.930947
tarefa_a_dynamic,1000000,28,1,4,26.881791
tarefa_a_guided,1000000,28,1,4,26.997666
tarefa_a_guided,1000000,28,1,4,27.296646
tarefa_a_guided,1000000,28,1,4,27.325053
tarefa_a_guided,1000000,28,1,4,27.326835
tarefa_a_guided,1000000,28,1,4,27.260382
tarefa_a_dynamic,1000000,28,1,16,27.060346
tarefa_a_dynamic,1000000,28,1,16,27.021149
tarefa_a_dynamic,1000000,28,1,16,27.021738
tarefa_a_dynamic,1000000,28,1,16,27.068553
tarefa_a_dynamic,1000000,28,1,16,27.026043
tarefa_a_guided,1000000,28,1,16,27.046808
tarefa_a_guided,1000000,28,1,16,27.244754
tarefa_a_guided,1000000,28,1,16,27.008021
tarefa_a_guided,1000000,28,1,16,26.977794
tarefa_a_guided,1000000,28,1,16,26.972462
tarefa_a_dynamic,1000000,28,1,64,27.029567
tarefa_a_dynamic,1000000,28,1,64,26.930973
tarefa_a_dynamic,1000000,28,1,64,26.960350
tarefa_a_dynamic,1000000,28,1,64,26.947888
tarefa_a_dynamic,1000000,28,1,64,27.013483
tarefa_a_guided,1000000,28,1,64,27.029828
tarefa_a_guided,1000000,28,1,64,27.069196
tarefa_a_guided,1000000,28,1,64,26.943988
tarefa_a_guided,1000000,28,1,64,26.939158
tarefa_a_guided,1000000,28,1,64,27.075118
tarefa_a_static,1000000,28,2,NA,14.444683
tarefa_a_static,1000000,28,2,NA,14.743788
tarefa_a_static,1000000,28,2,NA,14.616622
tarefa_a_static,1000000,28,2,NA,14.706886
tarefa_a_static,1000000,28,2,NA,15.205925
tarefa_a_dynamic,1000000,28,2,1,14.750896
tarefa_a_dynamic,1000000,28,2,1,14.836338
tarefa_a_dynamic,1000000,28,2,1,14.559971
tarefa_a_dynamic,1000000,28,2,1,14.974764
tarefa_a_dynamic,1000000,28,2,1,14.729257
tarefa_a_guided,1000000,28,2,1,14.516678
tarefa_a_guided,1000000,28,2,1,14.974589
tarefa_a_guided,1000000,28,2,1,14.897232
tarefa_a_guided,1000000,28,2,1,14.827017
tarefa_a_guided,1000000,28,2,1,15.052757
tarefa_a_dynamic,1000000,28,2,4,14.742631
tarefa_a_dynamic,1000000,28,2,4,14.524543
tarefa_a_dynamic,1000000,28,2,4,14.663499
tarefa_a_dynamic,1000000,28,2,4,14.983227
tarefa_a_dynamic,1000000,28,2,4,15.023702
tarefa_a_guided,1000000,28,2,4,14.480589
tarefa_a_guided,1000000,28,2,4,14.656990
tarefa_a_guided,1000000,28,2,4,14.721718
tarefa_a_guided,1000000,28,2,4,14.848640
tarefa_a_guided,1000000,28,2,4,14.716408
tarefa_a_dynamic,1000000,28,2,16,14.444647
tarefa_a_dynamic,1000000,28,2,16,14.686133
tarefa_a_dynamic,1000000,28,2,16,14.860545
tarefa_a_dynamic,1000000,28,2,16,14.510844
tarefa_a_dynamic,1000000,28,2,16,14.872704
tarefa_a_guided,1000000,28,2,16,14.591147
tarefa_a_guided,1000000,28,2,16,14.759905
tarefa_a_guided,1000000,28,2,16,14.530998
tarefa_a_guided,1000000,28,2,16,14.808029
tarefa_a_guided,1000000,28,2,16,14.595521
tarefa_a_dynamic,1000000,28,2,64,15.016557
tarefa_a_dynamic,1000000,28,2,64,15.148445
tarefa_a_dynamic,1000000,28,2,64,14.899381
tarefa_a_dynamic,1000000,28,2,64,14.728091
tarefa_a_dynamic,1000000,28,2,64,14.738435
tarefa_a_guided,1000000,28,2,64,14.873179
tarefa_a_guided,1000000,28,2,64,14.672317
tarefa_a_guided,1000000,28,2,64,14.880801
tarefa_a_guided,1000000,28,2,64,14.791111
tarefa_a_guided,1000000,28,2,64,15.272768
tarefa_a_static,1000000,28,4,NA,8.614920
tarefa_a_static,1000000,28,4,NA,8.587675
tarefa_a_static,1000000,28,4,NA,8.613310
tarefa_a_static,1000000,28,4,NA,8.602400
tarefa_a_static,1000000,28,4,NA,8.600848
tarefa_a_dynamic,1000000,28,4,1,8.589488
tarefa_a_dynamic,1000000,28,4,1,8.515204
tarefa_a_dynamic,1000000,28,4,1,8.345702
tarefa_a_dynamic,1000000,28,4,1,8.334313
tarefa_a_dynamic,1000000,28,4,1,8.346750
tarefa_a_guided,1000000,28,4,1,8.547792
tarefa_a_guided,1000000,28,4,1,8.448306
tarefa_a_guided,1000000,28,4,1,8.394877
tarefa_a_guided,1000000,28,4,1,8.472301
tarefa_a_guided,1000000,28,4,1,8.517143
tarefa_a_dynamic,1000000,28,4,4,8.346489
tarefa_a_dynamic,1000000,28,4,4,8.404018
tarefa_a_dynamic,1000000,28,4,4,8.503590
tarefa_a_dynamic,1000000,28,4,4,8.527461
tarefa_a_dynamic,1000000,28,4,4,8.409788
tarefa_a_guided,1000000,28,4,4,8.399924
tarefa_a_guided,1000000,28,4,4,8.354183
tarefa_a_guided,1000000,28,4,4,8.328503
tarefa_a_guided,1000000,28,4,4,8.549916
tarefa_a_guided,1000000,28,4,4,8.461390
tarefa_a_dynamic,1000000,28,4,16,8.573324
tarefa_a_dynamic,1000000,28,4,16,8.496640
tarefa_a_dynamic,1000000,28,4,16,8.358300
tarefa_a_dynamic,1000000,28,4,16,8.435010
tarefa_a_dynamic,1000000,28,4,16,8.382902
tarefa_a_guided,1000000,28,4,16,8.329709
tarefa_a_guided,1000000,28,4,16,8.345884
tarefa_a_guided,1000000,28,4,16,8.450500
tarefa_a_guided,1000000,28,4,16,8.246154
tarefa_a_guided,1000000,28,4,16,8.588460
tarefa_a_dynamic,1000000,28,4,64,8.396812
tarefa_a_dynamic,1000000,28,4,64,8.343002
tarefa_a_dynamic,1000000,28,4,64,8.548768
tarefa_a_dynamic,1000000,28,4,64,8.376387
tarefa_a_dynamic,1000000,28,4,64,8.400707
tarefa_a_guided,1000000,28,4,64,8.406115
tarefa_a_guided,1000000,28,4,64,8.517780
tarefa_a_guided,1000000,28,4,64,8.394563
tarefa_a_guided,1000000,28,4,64,8.429901
tarefa_a_guided,1000000,28,4,64,8.594203
tarefa_a_static,1000000,28,8,NA,5.727013
tarefa_a_static,1000000,28,8,NA,5.729811
tarefa_a_static,1000000,28,8,NA,5.718917
tarefa_a_static,1000000,28,8,NA,5.691397
tarefa_a_static,1000000,28,8,NA,5.769501
tarefa_a_dynamic,1000000,28,8,1,5.646508
tarefa_a_dynamic,1000000,28,8,1,5.698560
tarefa_a_dynamic,1000000,28,8,1,5.685019
tarefa_a_dynamic,1000000,28,8,1,5.671992
tarefa_a_dynamic,1000000,28,8,1,5.709684
tarefa_a_guided,1000000,28,8,1,5.703965
tarefa_a_guided,1000000,28,8,1,5.647600
tarefa_a_guided,1000000,28,8,1,5.684071
tarefa_a_guided,1000000,28,8,1,5.685792
tarefa_a_guided,1000000,28,8,1,5.791935
tarefa_a_dynamic,1000000,28,8,4,5.749838
tarefa_a_dynamic,1000000,28,8,4,5.722662
tarefa_a_dynamic,1000000,28,8,4,5.671448
tarefa_a_dynamic,1000000,28,8,4,5.666158
tarefa_a_dynamic,1000000,28,8,4,5.661389
tarefa_a_guided,1000000,28,8,4,5.677916
tarefa_a_guided,1000000,28,8,4,5.697075
tarefa_a_guided,1000000,28,8,4,5.715146
tarefa_a_guided,1000000,28,8,4,5.799297
tarefa_a_guided,1000000,28,8,4,5.720226
tarefa_a_dynamic,1000000,28,8,16,5.666043
tarefa_a_dynamic,1000000,28,8,16,5.708829
tarefa_a_dynamic,1000000,28,8,16,5.701501
tarefa_a_dynamic,1000000,28,8,16,5.695529
tarefa_a_dynamic,1000000,28,8,16,5.672245
tarefa_a_guided,1000000,28,8,16,5.727487
tarefa_a_guided,1000000,28,8,16,5.747905
tarefa_a_guided,1000000,28,8,16,5.704545
tarefa_a_guided,1000000,28,8,16,5.704707
tarefa_a_guided,1000000,28,8,16,5.729752
tarefa_a_dynamic,1000000,28,8,64,5.663283
tarefa_a_dynamic,1000000,28,8,64,5.709282
tarefa_a_dynamic,1000000,28,8,64,5.725561
tarefa_a_dynamic,1000000,28,8,64,5.729501
tarefa_a_dynamic,1000000,28,8,64,5.686279
tarefa_a_guided,1000000,28,8,64,5.712077
tarefa_a_guided,1000000,28,8,64,5.672860
tarefa_a_guided,1000000,28,8,64,5.744536
tarefa_a_guided,1000000,28,8,64,5.754545
tarefa_a_guided,1000000,28,8,64,5.715944
tarefa_a_static,1000000,28,16,NA,5.328774
tarefa_a_static,1000000,28,16,NA,5.300899
tarefa_a_static,1000000,28,16,NA,5.314523
tarefa_a_static,1000000,28,16,NA,5.277266
tarefa_a_static,1000000,28,16,NA,5.415579
tarefa_a_dynamic,1000000,28,16,1,5.241163
tarefa_a_dynamic,1000000,28,16,1,5.217840
tarefa_a_dynamic,1000000,28,16,1,5.206378
tarefa_a_dynamic,1000000,28,16,1,5.199857
tarefa_a_dynamic,1000000,28,16,1,5.250073
tarefa_a_guided,1000000,28,16,1,5.345670
tarefa_a_guided,1000000,28,16,1,5.313539
tarefa_a_guided,1000000,28,16,1,5.226957
tarefa_a_guided,1000000,28,16,1,5.337759
tarefa_a_guided,1000000,28,16,1,5.204614
tarefa_a_dynamic,1000000,28,16,4,5.235400
tarefa_a_dynamic,1000000,28,16,4,5.266594
tarefa_a_dynamic,1000000,28,16,4,5.244328
tarefa_a_dynamic,1000000,28,16,4,5.200728
tarefa_a_dynamic,1000000,28,16,4,5.194231
tarefa_a_guided,1000000,28,16,4,5.387676
tarefa_a_guided,1000000,28,16,4,5.201911
tarefa_a_guided,1000000,28,16,4,5.204320
tarefa_a_guided,1000000,28,16,4,5.225461
tarefa_a_guided,1000000,28,16,4,5.359232
tarefa_a_dynamic,1000000,28,16,16,5.216769
tarefa_a_dynamic,1000000,28,16,16,5.217909
tarefa_a_dynamic,1000000,28,16,16,5.267142
tarefa_a_dynamic,1000000,28,16,16,5.267679
tarefa_a_dynamic,1000000,28,16,16,5.257444
tarefa_a_guided,1000000,28,16,16,5.237741
tarefa_a_guided,1000000,28,16,16,5.378450
tarefa_a_guided,1000000,28,16,16,5.206588
tarefa_a_guided,1000000,28,16,16,5.295303
tarefa_a_guided,1000000,28,16,16,5.294336
tarefa_a_dynamic,1000000,28,16,64,5.252669
tarefa_a_dynamic,1000000,28,16,64,5.207837
tarefa_a_dynamic,1000000,28,16,64,5.231560
tarefa_a_dynamic,1000000,28,16,64,5.211935
tarefa_a_dynamic,1000000,28,16,64,5.234421
tarefa_a_guided,1000000,28,16,64,5.321912
tarefa_a_guided,1000000,28,16,64,5.240721
tarefa_a_guided,1000000,28,16,64,5.314066
tarefa_a_guided,1000000,28,16,64,5.270453
tarefa_a_guided,1000000,28,16,64,5.238896
tarefa_c_seq,100000,NA,1,NA,0.000012
tarefa_c_seq,100000,NA,1,NA,0.000010
tarefa_c_seq,100000,NA,1,NA,0.000009
tarefa_c_seq,100000,NA,1,NA,0.000009
tarefa_c_seq,100000,NA,1,NA,0.000009
tarefa_c_simd,100000,NA,1,NA,0.000009
tarefa_c_simd,100000,NA,1,NA,0.000008
tarefa_c_simd,100000,NA,1,NA,0.000016
tarefa_c_simd,100000,NA,1,NA,0.000013
tarefa_c_simd,100000,NA,1,NA,0.000008
tarefa_c_parallel_simd,100000,NA,1,NA,0.000017
tarefa_c_parallel_simd,100000,NA,1,NA,0.000011
tarefa_c_parallel_simd,100000,NA,1,NA,0.000021
tarefa_c_parallel_simd,100000,NA,1,NA,0.000043
tarefa_c_parallel_simd,100000,NA,1,NA,0.000011
tarefa_c_parallel_simd,100000,NA,2,NA,0.000077
tarefa_c_parallel_simd,100000,NA,2,NA,0.000063
tarefa_c_parallel_simd,100000,NA,2,NA,0.000076
tarefa_c_parallel_simd,100000,NA,2,NA,0.000077
tarefa_c_parallel_simd,100000,NA,2,NA,0.000078
tarefa_c_parallel_simd,100000,NA,4,NA,0.000145
tarefa_c_parallel_simd,100000,NA,4,NA,0.000137
tarefa_c_parallel_simd,100000,NA,4,NA,0.000136
tarefa_c_parallel_simd,100000,NA,4,NA,0.000162
tarefa_c_parallel_simd,100000,NA,4,NA,0.000123
tarefa_c_parallel_simd,100000,NA,8,NA,0.003635
tarefa_c_parallel_simd,100000,NA,8,NA,0.000253
tarefa_c_parallel_simd,100000,NA,8,NA,0.000279
tarefa_c_parallel_simd,100000,NA,8,NA,0.000277
tarefa_c_parallel_simd,100000,NA,8,NA,0.000244
tarefa_c_parallel_simd,100000,NA,16,NA,0.000741
tarefa_c_parallel_simd,100000,NA,16,NA,0.000794
tarefa_c_parallel_simd,100000,NA,16,NA,0.000683
tarefa_c_parallel_simd,100000,NA,16,NA,0.000797
tarefa_c_parallel_simd,100000,NA,16,NA,0.000730
tarefa_c_seq,500000,NA,1,NA,0.000094
tarefa_c_seq,500000,NA,1,NA,0.000166
tarefa_c_seq,500000,NA,1,NA,0.000082
tarefa_c_seq,500000,NA,1,NA,0.000057
tarefa_c_seq,500000,NA,1,NA,0.000090
tarefa_c_simd,500000,NA,1,NA,0.000067
tarefa_c_simd,500000,NA,1,NA,0.000063
tarefa_c_simd,500000,NA,1,NA,0.000066
tarefa_c_simd,500000,NA,1,NA,0.000109
tarefa_c_simd,500000,NA,1,NA,0.000115
tarefa_c_parallel_simd,500000,NA,1,NA,0.000071
tarefa_c_parallel_simd,500000,NA,1,NA,0.000065
tarefa_c_parallel_simd,500000,NA,1,NA,0.000055
tarefa_c_parallel_simd,500000,NA,1,NA,0.000077
tarefa_c_parallel_simd,500000,NA,1,NA,0.000063
tarefa_c_parallel_simd,500000,NA,2,NA,0.000156
tarefa_c_parallel_simd,500000,NA,2,NA,0.000161
tarefa_c_parallel_simd,500000,NA,2,NA,0.000137
tarefa_c_parallel_simd,500000,NA,2,NA,0.000175
tarefa_c_parallel_simd,500000,NA,2,NA,0.000151
tarefa_c_parallel_simd,500000,NA,4,NA,0.000181
tarefa_c_parallel_simd,500000,NA,4,NA,0.000193
tarefa_c_parallel_simd,500000,NA,4,NA,0.000176
tarefa_c_parallel_simd,500000,NA,4,NA,0.000180
tarefa_c_parallel_simd,500000,NA,4,NA,0.000219
tarefa_c_parallel_simd,500000,NA,8,NA,0.000322
tarefa_c_parallel_simd,500000,NA,8,NA,0.000292
tarefa_c_parallel_simd,500000,NA,8,NA,0.000386
tarefa_c_parallel_simd,500000,NA,8,NA,0.000346
tarefa_c_parallel_simd,500000,NA,8,NA,0.000281
tarefa_c_parallel_simd,500000,NA,16,NA,0.000829
tarefa_c_parallel_simd,500000,NA,16,NA,0.000924
tarefa_c_parallel_simd,500000,NA,16,NA,0.000766
tarefa_c_parallel_simd,500000,NA,16,NA,0.000831
tarefa_c_parallel_simd,500000,NA,16,NA,0.000776
tarefa_c_seq,1000000,NA,1,NA,0.000266
tarefa_c_seq,1000000,NA,1,NA,0.000223
tarefa_c_seq,1000000,NA,1,NA,0.000222
tarefa_c_seq,1000000,NA,1,NA,0.000193
tarefa_c_seq,1000000,NA,1,NA,0.000167
tarefa_c_simd,1000000,NA,1,NA,0.000232
tarefa_c_simd,1000000,NA,1,NA,0.000234
tarefa_c_simd,1000000,NA,1,NA,0.000184
tarefa_c_simd,1000000,NA,1,NA,0.000407
tarefa_c_simd,1000000,NA,1,NA,0.000240
tarefa_c_parallel_simd,1000000,NA,1,NA,0.000220
tarefa_c_parallel_simd,1000000,NA,1,NA,0.000237
tarefa_c_parallel_simd,1000000,NA,1,NA,0.000221
tarefa_c_parallel_simd,1000000,NA,1,NA,0.000317
tarefa_c_parallel_simd,1000000,NA,1,NA,0.000252
tarefa_c_parallel_simd,1000000,NA,2,NA,0.000350
tarefa_c_parallel_simd,1000000,NA,2,NA,0.000286
tarefa_c_parallel_simd,1000000,NA,2,NA,0.000260
tarefa_c_parallel_simd,1000000,NA,2,NA,0.000257
tarefa_c_parallel_simd,1000000,NA,2,NA,0.000308
tarefa_c_parallel_simd,1000000,NA,4,NA,0.000517
tarefa_c_parallel_simd,1000000,NA,4,NA,0.000424
tarefa_c_parallel_simd,1000000,NA,4,NA,0.000308
tarefa_c_parallel_simd,1000000,NA,4,NA,0.000299
tarefa_c_parallel_simd,1000000,NA,4,NA,0.000262
tarefa_c_parallel_simd,1000000,NA,8,NA,0.000430
tarefa_c_parallel_simd,1000000,NA,8,NA,0.000563
tarefa_c_parallel_simd,1000000,NA,8,NA,0.000540
tarefa_c_parallel_simd,1000000,NA,8,NA,0.000496
tarefa_c_parallel_simd,1000000,NA,8,NA,0.000655
tarefa_c_parallel_simd,1000000,NA,16,NA,0.000909
tarefa_c_parallel_simd,1000000,NA,16,NA,0.000988
tarefa_c_parallel_simd,1000000,NA,16,NA,0.001025
tarefa_c_parallel_simd,1000000,NA,16,NA,0.000991
tarefa_c_parallel_simd,1000000,NA,16,NA,0.000967
tarefa_d_ingenua,100000,NA,1,NA,0.000216
tarefa_d_ingenua,100000,NA,1,NA,0.000163
tarefa_d_ingenua,100000,NA,1,NA,0.000155
tarefa_d_ingenua,100000,NA,1,NA,0.000172
tarefa_d_ingenua,100000,NA,1,NA,0.000193
tarefa_d_otimizada,100000,NA,1,NA,0.000198
tarefa_d_otimizada,100000,NA,1,NA,0.000202
tarefa_d_otimizada,100000,NA,1,NA,0.000210
tarefa_d_otimizada,100000,NA,1,NA,0.000193
tarefa_d_otimizada,100000,NA,1,NA,0.000172
tarefa_d_ingenua,100000,NA,2,NA,0.000217
tarefa_d_ingenua,100000,NA,2,NA,0.000230
tarefa_d_ingenua,100000,NA,2,NA,0.000177
tarefa_d_ingenua,100000,NA,2,NA,0.000210
tarefa_d_ingenua,100000,NA,2,NA,0.000203
tarefa_d_otimizada,100000,NA,2,NA,0.000238
tarefa_d_otimizada,100000,NA,2,NA,0.000323
tarefa_d_otimizada,100000,NA,2,NA,0.000217
tarefa_d_otimizada,100000,NA,2,NA,0.000243
tarefa_d_otimizada,100000,NA,2,NA,0.000211
tarefa_d_ingenua,100000,NA,4,NA,0.000229
tarefa_d_ingenua,100000,NA,4,NA,0.000209
tarefa_d_ingenua,100000,NA,4,NA,0.000219
tarefa_d_ingenua,100000,NA,4,NA,0.000204
tarefa_d_ingenua,100000,NA,4,NA,0.000226
