=== RESUMO ESTATÍSTICO ===

TAREFA A - LAÇO IRREGULAR
----------------------------------------------------------------------------------------------------
          tarefa       n    k  threads      mean      std  chunk
 tarefa_a_guided 1000000 24.0       16  0.897539 0.019920    1.0
 tarefa_a_guided 1000000 24.0       16  0.889435 0.020453    4.0
 tarefa_a_guided 1000000 24.0       16  0.875745 0.014729   16.0
 tarefa_a_guided 1000000 24.0       16  0.889633 0.030743   64.0
 tarefa_a_guided 1000000 28.0        1 27.015004 0.036994    1.0
 tarefa_a_guided 1000000 28.0        1 27.241316 0.138849    4.0
 tarefa_a_guided 1000000 28.0        1 27.049968 0.112835   16.0
 tarefa_a_guided 1000000 28.0        1 27.011458 0.066150   64.0
 tarefa_a_guided 1000000 28.0        2 14.853655 0.206415    1.0
 tarefa_a_guided 1000000 28.0        2 14.684869 0.133867    4.0
 tarefa_a_guided 1000000 28.0        2 14.657120 0.119783   16.0
 tarefa_a_guided 1000000 28.0        2 14.898035 0.225677   64.0
 tarefa_a_guided 1000000 28.0        4  8.476084 0.059599    1.0
 tarefa_a_guided 1000000 28.0        4  8.418783 0.089009    4.0
 tarefa_a_guided 1000000 28.0        4  8.392141 0.131621   16.0
 tarefa_a_guided 1000000 28.0        4  8.468512 0.085262   64.0
 tarefa_a_guided 1000000 28.0        8  5.702673 0.053929    1.0
 tarefa_a_guided 1000000 28.0        8  5.721932 0.046340    4.0
 tarefa_a_guided 1000000 28.0        8  5.722879 0.018447   16.0
 tarefa_a_guided 1000000 28.0        8  5.719992 0.032003   64.0
 tarefa_a_guided 1000000 28.0       16  5.285708 0.065397    1.0
 tarefa_a_guided 1000000 28.0       16  5.275720 0.090250    4.0
 tarefa_a_guided 1000000 28.0       16  5.282484 0.065720   16.0
 tarefa_a_guided 1000000 28.0       16  5.277210 0.039375   64.0


TAREFA C - SAXPY
--------------------------------------------------------------------------------
                tarefa       n  threads     mean      std
tarefa_c_parallel_simd  100000        1 0.000021 0.000013
tarefa_c_parallel_simd  100000        2 0.000074 0.000006
tarefa_c_parallel_simd  100000        4 0.000141 0.000014
tarefa_c_parallel_simd  100000        8 0.000938 0.001508
tarefa_c_parallel_simd  100000       16 0.000749 0.000048
tarefa_c_parallel_simd  500000        1 0.000066 0.000008
tarefa_c_parallel_simd  500000        2 0.000156 0.000014
tarefa_c_parallel_simd  500000        4 0.000190 0.000018
tarefa_c_parallel_simd  500000        8 0.000325 0.000042
tarefa_c_parallel_simd  500000       16 0.000825 0.000063
tarefa_c_parallel_simd 1000000        1 0.000249 0.000040
tarefa_c_parallel_simd 1000000        2 0.000292 0.000038
tarefa_c_parallel_simd 1000000        4 0.000362 0.000106
tarefa_c_parallel_simd 1000000        8 0.000537 0.000083
tarefa_c_parallel_simd 1000000       16 0.000976 0.000043
          tarefa_c_seq  100000        1 0.000010 0.000001
          tarefa_c_seq  500000        1 0.000098 0.000041
          tarefa_c_seq 1000000        1 0.000214 0.000037
         tarefa_c_simd  100000        1 0.000011 0.000004
         tarefa_c_simd  500000        1 0.000084 0.000026
         tarefa_c_simd 1000000        1 0.000259 0.000086


TAREFA D - ORGANIZAÇÃO DE REGIÃO PARALELA
--------------------------------------------------------------------------------
            tarefa       n  threads     mean      std
  tarefa_d_ingenua  100000        1 0.000180 0.000025
  tarefa_d_ingenua  100000        2 0.000207 0.000020
  tarefa_d_ingenua  100000        4 0.000217 0.000011
  tarefa_d_ingenua  100000        8 0.000331 0.000014
  tarefa_d_ingenua  100000       16 0.001019 0.000136
  tarefa_d_ingenua  500000        1 0.001281 0.000164
  tarefa_d_ingenua  500000        2 0.000826 0.000016
  tarefa_d_ingenua  500000        4 0.000565 0.000025
  tarefa_d_ingenua  500000        8 0.000632 0.000036
  tarefa_d_ingenua  500000       16 0.001351 0.000103
  tarefa_d_ingenua 1000000        1 0.002843 0.000405
  tarefa_d_ingenua 1000000        2 0.001805 0.000297
  tarefa_d_ingenua 1000000        4 0.001172 0.000088
  tarefa_d_ingenua 1000000        8 0.001222 0.000308
  tarefa_d_ingenua 1000000       16 0.001738 0.000089
tarefa_d_otimizada  100000        1 0.000195 0.000014
tarefa_d_otimizada  100000        2 0.000246 0.000045
tarefa_d_otimizada  100000        4 0.000204 0.000019
tarefa_d_otimizada  100000        8 0.000667 0.000745
tarefa_d_otimizada  100000       16 0.000903 0.000120
tarefa_d_otimizada  500000        1 0.001439 0.000298
tarefa_d_otimizada  500000        2 0.000893 0.000059
tarefa_d_otimizada  500000        4 0.000701 0.000153
tarefa_d_otimizada  500000        8 0.001139 0.001103
tarefa_d_otimizada  500000       16 0.001115 0.000099
tarefa_d_otimizada 1000000        1 0.002575 0.000138
tarefa_d_otimizada 1000000        2 0.001827 0.000211
tarefa_d_otimizada 1000000        4 0.001136 0.000142
tarefa_d_otimizada 1000000        8 0.001101 0.000144
tarefa_d_otimizada 1000000       16 0.001670 0.000127
